CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,MEDV
5.8212,0.0000,18.1000,0.0000,0.7130,6.5130,89.9000,2.8016,24.0000,666.0000,20.2000,20.2000
7.8393,0.0000,18.1000,0.0000,0.6550,6.2090,65.4000,2.9634,24.0000,666.0000,20.2000,21.4000
3.1636,0.0000,18.1000,0.0000,0.6550,5.7590,48.2000,3.0665,24.0000,666.0000,20.2000,19.9000
3.7750,0.0000,18.1000,0.0000,0.6550,5.9520,84.7000,2.8715,24.0000,666.0000,20.2000,19.0000
4.4223,0.0000,18.1000,0.0000,0.5840,6.0030,94.5000,2.5403,24.0000,666.0000,20.2000,19.1000
15.5757,0.0000,18.1000,0.0000,0.5800,5.9260,71.0000,2.9084,24.0000,666.0000,20.2000,19.1000
13.0751,0.0000,18.1000,0.0000,0.5800,5.7130,56.7000,2.8237,24.0000,666.0000,20.2000,20.1000
4.3488,0.0000,18.1000,0.0000,0.5800,6.1670,84.0000,3.0334,24.0000,666.0000,20.2000,19.9000
4.0384,0.0000,18.1000,0.0000,0.5320,6.2290,90.7000,3.0993,24.0000,666.0000,20.2000,19.6000
3.5687,0.0000,18.1000,0.0000,0.5800,6.4370,75.0000,2.8965,24.0000,666.0000,20.2000,23.2000
4.6469,0.0000,18.1000,0.0000,0.6140,6.9800,67.6000,2.5329,24.0000,666.0000,20.2000,29.8000
8.0558,0.0000,18.1000,0.0000,0.5840,5.4270,95.4000,2.4298,24.0000,666.0000,20.2000,13.8000
6.3931,0.0000,18.1000,0.0000,0.5840,6.1620,97.4000,2.2060,24.0000,666.0000,20.2000,13.3000
4.8714,0.0000,18.1000,0.0000,0.6140,6.4840,93.6000,2.3053,24.0000,666.0000,20.2000,16.7000
15.0234,0.0000,18.1000,0.0000,0.6140,5.3040,97.3000,2.1007,24.0000,666.0000,20.2000,12.0000
10.2330,0.0000,18.1000,0.0000,0.6140,6.1850,96.7000,2.1705,24.0000,666.0000,20.2000,14.6000
14.3337,0.0000,18.1000,0.0000,0.6140,6.2290,88.0000,1.9512,24.0000,666.0000,20.2000,21.4000
5.8240,0.0000,18.1000,0.0000,0.5320,6.2420,64.7000,3.4242,24.0000,666.0000,20.2000,23.0000
5.7082,0.0000,18.1000,0.0000,0.5320,6.7500,74.9000,3.3317,24.0000,666.0000,20.2000,23.7000
5.7312,0.0000,18.1000,0.0000,0.5320,7.0610,77.0000,3.4106,24.0000,666.0000,20.2000,25.0000
2.8184,0.0000,18.1000,0.0000,0.5320,5.7620,40.3000,4.0983,24.0000,666.0000,20.2000,21.8000
2.3786,0.0000,18.1000,0.0000,0.5830,5.8710,41.9000,3.7240,24.0000,666.0000,20.2000,20.6000
3.6737,0.0000,18.1000,0.0000,0.5830,6.3120,51.9000,3.9917,24.0000,666.0000,20.2000,21.2000
5.6917,0.0000,18.1000,0.0000,0.5830,6.1140,79.8000,3.5459,24.0000,666.0000,20.2000,19.1000
4.8357,0.0000,18.1000,0.0000,0.5830,5.9050,53.2000,3.1523,24.0000,666.0000,20.2000,20.6000
0.1509,0.0000,27.7400,0.0000,0.6090,5.4540,92.7000,1.8209,4.0000,711.0000,20.1000,15.2000
0.1834,0.0000,27.7400,0.0000,0.6090,5.4140,98.3000,1.7554,4.0000,711.0000,20.1000,7.0000
0.2075,0.0000,27.7400,0.0000,0.6090,5.0930,98.0000,1.8226,4.0000,711.0000,20.1000,8.1000
0.1057,0.0000,27.7400,0.0000,0.6090,5.9830,98.8000,1.8681,4.0000,711.0000,20.1000,13.6000
0.1113,0.0000,27.7400,0.0000,0.6090,5.9830,83.5000,2.1099,4.0000,711.0000,20.1000,20.1000
0.1733,0.0000,9.6900,0.0000,0.5850,5.7070,54.0000,2.3817,6.0000,391.0000,19.2000,21.8000
0.2796,0.0000,9.6900,0.0000,0.5850,5.9260,42.6000,2.3817,6.0000,391.0000,19.2000,24.5000
0.1790,0.0000,9.6900,0.0000,0.5850,5.6700,28.8000,2.7986,6.0000,391.0000,19.2000,23.1000
0.2896,0.0000,9.6900,0.0000,0.5850,5.3900,72.9000,2.7986,6.0000,391.0000,19.2000,19.7000
0.2684,0.0000,9.6900,0.0000,0.5850,5.7940,70.6000,2.8927,6.0000,391.0000,19.2000,18.3000
0.2391,0.0000,9.6900,0.0000,0.5850,6.0190,65.3000,2.4091,6.0000,391.0000,19.2000,21.2000
0.1778,0.0000,9.6900,0.0000,0.5850,5.5690,73.5000,2.3999,6.0000,391.0000,19.2000,17.5000
0.2244,0.0000,9.6900,0.0000,0.5850,6.0270,79.7000,2.4982,6.0000,391.0000,19.2000,16.8000
0.0626,0.0000,11.9300,0.0000,0.5730,6.5930,69.1000,2.4786,1.0000,273.0000,21.0000,22.4000
0.0453,0.0000,11.9300,0.0000,0.5730,6.1200,76.7000,2.2875,1.0000,273.0000,21.0000,20.6000
0.0608,0.0000,11.9300,0.0000,0.5730,6.9760,91.0000,2.1675,1.0000,273.0000,21.0000,23.9000
0.1096,0.0000,11.9300,0.0000,0.5730,6.7940,89.3000,2.3889,1.0000,273.0000,21.0000,22.0000
0.0474,0.0000,11.9300,0.0000,0.5730,6.0300,80.8000,2.5050,1.0000,273.0000,21.0000,11.9000
